epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0001,0,,,,,,,
0,,29,,,0.11088306822918831,0.8819909388744418,0.23668778752988398,0.6161644182928815,0.09467777621620062
0,,29,0.07722758183472478,,,,,,
,0.0001,30,,,,,,,
1,,49,,0.0591411623499496,,,,,
1,,59,,,0.11295572059034269,0.8078692867914447,0.23918644439971773,0.6355465673186258,0.0811973017023224
1,,59,0.06227815202268027,,,,,,
,0.0001,60,,,,,,,
2,,89,,,0.11253671588346781,0.7560399740061804,0.23897405010321804,0.6328564893729985,0.07409517975141701
2,,89,0.05326095726977319,,,,,,
,0.0001,90,,,,,,,
3,,99,,0.05085027708112369,,,,,
3,,119,,,0.11000312192659384,0.7896798061380578,0.236598354448753,0.6089602361025845,0.07007378026053156
3,,119,0.04878308660209632,,,,,,
,0.0001,120,,,,,,,
4,,149,,0.039288793065829844,,,,,
4,,149,,,0.10795135890700908,0.8711551635625487,0.23439438985653696,0.5904986372640901,0.06775379794487946
4,,149,0.04663520818498041,,,,,,
,0.0001,150,,,,,,,
5,,179,,,0.10659281287569067,0.9568841550145044,0.23276303419389263,0.578905125192262,0.06628079921026522
5,,179,0.04620357774683645,,,,,,
,0.0001,180,,,,,,,
6,,199,,0.05178336208715226,,,,,
6,,209,,,0.10596268673101966,1.0283091396022739,0.23196295045012882,0.5734595983141065,0.06560565226476231
6,,209,0.04551662797221494,,,,,,
,0.0001,210,,,,,,,
7,,239,,,0.1055294264381433,1.1272182323706754,0.23140084957493853,0.5692709240828843,0.0651797039212198
7,,239,0.04502806925335461,,,,,,
,0.0001,240,,,,,,,
8,,249,,0.0477906358746337,,,,,
8,,269,,,0.10574068480569014,1.203254269303482,0.2316485631178771,0.569737700075493,0.06491712528019632
8,,269,0.045455201808305125,,,,,,
,0.0001,270,,,,,,,
9,,299,,0.04495895307884223,,,,,
9,,299,,,0.1056111416277253,1.2857962055853231,0.23146693603409654,0.5681708792758139,0.06471803747683642
9,,299,0.04429386351347878,,,,,,
,0.0001,300,,,,,,,
10,,329,,,0.10552439228817444,1.3135011350961854,0.2313594663497834,0.5673715444356522,0.06451610926108291
10,,329,0.04519307361469744,,,,,,
,0.0001,330,,,,,,,
11,,349,,0.04211244564789921,,,,,
11,,359,,,0.10531517416629115,1.335835477823971,0.23111436368275942,0.5657034596915145,0.06448051454328124
11,,359,0.04413283268591044,,,,,,
,0.0001,360,,,,,,,
12,,389,,,0.10487233260532253,1.3525170913779456,0.23055408428273527,0.5627708435892561,0.06395854373049684
12,,389,0.045120426991405914,,,,,,
,0.0001,390,,,,,,,
13,,399,,0.04064745614103522,,,,,
13,,419,,,0.10479291967715487,1.3694632895210528,0.2304895919407862,0.561915237934111,0.06392637258761516
13,,419,0.04518263256746569,,,,,,
,0.0001,420,,,,,,,
14,,449,,0.042987833163594426,,,,,
14,,449,,,0.10458803098361337,1.3686272026805362,0.2302673363078338,0.5602662601799286,0.06387228614431029
14,,449,0.0446822654623026,,,,,,
,0.0001,450,,,,,,,
15,,479,,,0.1044444150534329,1.3776421580075306,0.23017985993649603,0.5587167949914331,0.06381986966326494
15,,479,0.044417360121406374,,,,,,
,0.0001,480,,,,,,,
16,,499,,0.0504721940608004,,,,,
16,,509,,,0.10423539809999778,1.3699459910799388,0.22995552046596066,0.5568877025331278,0.06357729428494177
16,,509,0.04447251857441356,,,,,,
,0.0001,510,,,,,,,
17,,539,,,0.10359582568191428,1.365572166920452,0.22922584484030817,0.552077374404083,0.0632973520012631
17,,539,0.04398140880306325,,,,,,
,0.0001,540,,,,,,,
18,,549,,0.05002550738645747,,,,,
18,,569,,,0.10364462888412312,1.3528345950913911,0.22939052540190033,0.551482790021916,0.06333025514687884
18,,569,0.04368642158439807,,,,,,
,0.0001,570,,,,,,,
19,,599,,0.044576553559577285,,,,,
19,,599,,,0.1016849181316694,1.383871367952983,0.2270645494063257,0.5377046385653678,0.06217344089380531
19,,599,0.04433603678298221,,,,,,
,0.0001,600,,,,,,,
20,,629,,,0.09987185795650638,1.3963622837328797,0.2250388014320567,0.5254924443587579,0.061355482340731654
20,,629,0.04295288243139966,,,,,,
,0.0001,630,,,,,,,
21,,649,,0.04491419057733088,,,,,
21,,659,,,0.09948917388151968,1.2973393899402241,0.22493446817267784,0.5199532794993031,0.06067022931590917
21,,659,0.043149941086263216,,,,,,
,0.0001,660,,,,,,,
22,,689,,,0.09659239182100986,1.3918436634478273,0.2209214817643748,0.5025820925835238,0.059273680201324806
22,,689,0.04198026166320744,,,,,,
,0.0001,690,,,,,,,
23,,699,,0.04209483648761431,,,,,
23,,719,,,0.09552515273724856,1.3576941893228343,0.21965694473536926,0.4965274728559519,0.058524722461957925
23,,719,0.042725703289537384,,,,,,
,0.0001,720,,,,,,,
24,,749,,0.04056189235831807,,,,,
24,,749,,,0.09417423698802467,1.390610414126491,0.21741580399832805,0.4901813211095793,0.0578546761202959
24,,749,0.04250582399605508,,,,,,
,0.0001,750,,,,,,,
25,,779,,,0.09381359340112544,1.3299371442629868,0.21714355995651502,0.488379346798723,0.05760466599470942
25,,779,0.041954640377629616,,,,,,
,0.0001,780,,,,,,,
