epoch,lr-Adam,step,train_loss_step,val_loss,val_MAPE,val_RMSE,val_MAE,val_SMAPE,train_loss_epoch
,0.001,0,,,,,,,
0,,49,0.04791178181767464,,,,,,
0,,99,0.0523182637989521,,,,,,
0,,149,0.04657961055636406,,,,,,
0,,199,0.043205928057432175,,,,,,
0,,249,0.04624452069401741,,,,,,
0,,299,0.0457136444747448,,,,,,
0,,303,,0.04291010648012161,0.5590037703514099,0.1320951282978058,0.07066807150840759,0.40871456265449524,
0,,303,,,,,,,0.049038130789995193
,0.001,304,,,,,,,
