epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0001,0,,,,,,,
0,,29,,,0.08961815906243246,0.528186199436995,0.16814445656593105,0.5198558208544186,0.08442993085093166
0,,29,0.07391468843981881,,,,,,
,0.0001,30,,,,,,,
1,,49,,0.06346168353029324,,,,,
1,,59,,,0.09171322239795215,0.49164432028719673,0.17091292595251115,0.5356555356130291,0.07418893375387042
1,,59,0.058415592565867744,,,,,,
,0.0001,60,,,,,,,
2,,89,,,0.09444965344821853,0.48496267555075906,0.1737761125776391,0.5572182586819597,0.06640960697244669
2,,89,0.05261303499800376,,,,,,
,0.0001,90,,,,,,,
3,,99,,0.04745948348078124,,,,,
3,,119,,,0.09581860731345775,0.4845031932493298,0.1750620387977059,0.5689304707714997,0.06190575565420883
3,,119,0.04765213258262684,,,,,,
,0.0001,120,,,,,,,
4,,149,,0.045722933998280084,,,,,
4,,149,,,0.09569410480664348,0.4878113938181959,0.17468745376178227,0.5684069717860672,0.05884932477669486
4,,149,0.04753422588736673,,,,,,
,0.0001,150,,,,,,,
5,,179,,,0.09634049844877411,0.4884752186839953,0.1752745983221137,0.5747159955414156,0.05763045143126724
5,,179,0.047004312709997505,,,,,,
,0.0001,180,,,,,,,
6,,199,,0.04217270548249389,,,,,
6,,209,,,0.09556553572639663,0.490625461227127,0.17434440784340458,0.5679847586263541,0.0562766170224222
6,,209,0.04649157800137078,,,,,,
,0.0001,210,,,,,,,
7,,239,,,0.09648095053269179,0.49074924818228843,0.17516436226366264,0.5769989451168667,0.05641121763966533
7,,239,0.0438142547559746,,,,,,
,0.0001,240,,,,,,,
8,,249,,0.04634145315752671,,,,,
8,,269,,,0.09526591627336128,0.4943062079894478,0.17361305133555796,0.5659160762060975,0.05586511777234435
8,,269,0.04425559661348232,,,,,,
,0.0001,270,,,,,,,
9,,299,,0.045509210539882515,,,,,
9,,299,,,0.0967451577919483,0.49098070106958464,0.17521451198597374,0.5799652430173207,0.05589881146854219
9,,299,0.04518795534522113,,,,,,
,0.0001,300,,,,,,,
10,,329,,,0.09633118537252,0.4912070240462572,0.17454985797425993,0.5768012243074482,0.05603710342581125
10,,329,0.04440411135565654,,,,,,
,0.0001,330,,,,,,,
11,,349,,0.0440328760424372,,,,,
11,,359,,,0.09472287664397143,0.4935468994972198,0.17255991743962254,0.5621837579163621,0.05511465230787169
11,,359,0.04579147919471451,,,,,,
,0.0001,360,,,,,,,
12,,389,,,0.09432330186994331,0.4919974999074274,0.1718260358667034,0.5595088569815759,0.0549809937312474
12,,389,0.04517280591560031,,,,,,
,0.0001,390,,,,,,,
13,,399,,0.04767904498290367,,,,,
13,,419,,,0.09556899336821563,0.4836994484595067,0.17288816147977393,0.5725148202829777,0.0553069016770427
13,,419,0.04436596111284044,,,,,,
,0.0001,420,,,,,,,
14,,449,,0.042577269803383756,,,,,
14,,449,,,0.09179409003619869,0.4819744403438648,0.16818593250185168,0.540047718466933,0.053481975550981525
14,,449,0.04354201579628998,,,,,,
,0.0001,450,,,,,,,
15,,479,,,0.08980521509436518,0.4627561224090552,0.1649929938580924,0.5255347592915118,0.05240922949927924
15,,479,0.04466107336921697,,,,,,
,0.0001,480,,,,,,,
16,,499,,0.04459912077344966,,,,,
16,,509,,,0.08931370613954243,0.4345746364528554,0.1642929945392786,0.5220209846780277,0.05166312591119448
16,,509,0.043164346889569584,,,,,,
,0.0001,510,,,,,,,
17,,539,,,0.08582409991824717,0.41541564752959886,0.15958526046565388,0.49024625973722386,0.04992205233132166
17,,539,0.04210373066801081,,,,,,
,0.0001,540,,,,,,,
18,,549,,0.045081778955686685,,,,,
18,,569,,,0.0838664799134224,0.40995178984289443,0.1575831857779398,0.4725193291314091,0.04882545726632945
18,,569,0.043484978284478094,,,,,,
,0.0001,570,,,,,,,
19,,599,,0.04216767143795058,,,,,
19,,599,,,0.08414240623232727,0.3938327540628787,0.1579407769281447,0.4738281285321155,0.048083530615676766
19,,599,0.04349852326697987,,,,,,
,0.0001,600,,,,,,,
20,,629,,,0.08568070854066784,0.4054006969750459,0.16012936753008475,0.4884590707792171,0.04862459830922913
20,,629,0.0436525778919673,,,,,,
,0.0001,630,,,,,,,
21,,649,,0.03765752546448483,,,,,
21,,659,,,0.08092932504983238,0.386577782994536,0.15515991779433916,0.44735055631040743,0.04603952684077264
21,,659,0.042028655960516276,,,,,,
,0.0001,660,,,,,,,
22,,689,,,0.08084477552064909,0.3858796406636485,0.1552976729193327,0.4456854635423791,0.04591312717769177
22,,689,0.04086872725679681,,,,,,
,0.0001,690,,,,,,,
23,,699,,0.04802831757861256,,,,,
23,,719,,,0.08096309020409695,0.39200490422684214,0.1557495305644501,0.44759779547184503,0.04569025266062495
23,,719,0.04108524155726368,,,,,,
,0.0001,720,,,,,,,
24,,749,,0.04141772395422813,,,,,
24,,749,,,0.08016580740219344,0.3802303764030333,0.15470867309366024,0.4394108864977822,0.04506672622126575
24,,749,0.04206986363942627,,,,,,
,0.0001,750,,,,,,,
25,,779,,,0.08020949615398147,0.4095792881100914,0.15464209375107593,0.44307468512966697,0.045353208563278125
25,,779,0.04130786029330405,,,,,,
,0.0001,780,,,,,,,
26,,799,,0.03865904576873796,,,,,
26,,809,,,0.08150771532151141,0.4039479199733551,0.15515702196391198,0.4562938553875149,0.045687427837999506
26,,809,0.040256236054307594,,,,,,
,0.0001,810,,,,,,,
27,,839,,,0.08137711200377112,0.41669731144969296,0.15549830934276357,0.45434653778860695,0.04610938202151032
27,,839,0.041728622204676574,,,,,,
,0.0001,840,,,,,,,
28,,849,,0.04211889682419916,,,,,
28,,869,,,0.07988094132323265,0.4177067127144136,0.15341144606722035,0.4421935842379618,0.04540299859096652
28,,869,0.04183010971623353,,,,,,
,0.0001,870,,,,,,,
